name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm,x,r,b,s_max_pu,build_year,carrier,x_pu_eff,r_pu_eff,s_nom_opt,v_nom
454,312,311,13.7,3.0,50.0,3694017.0,2.6,55.253,55253.0,1.0,,,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.1174866946797 48.8971053361382,9.69465635518013 49.2325925411591)",0.25,13.592238,1.65759,0.00023954373806653965,0.7,0,AC,9.412907202216066e-05,1.147915512465374e-05,1711.26619788,380.0
455,308,311,,3.0,,3694018.0,,102.044,102044.0,0.5,,,,348,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.1878339995516 49.981219040845,9.69465635518013 49.2325925411591)",,50.205648,6.12264,0.00022120066971261263,0.7,0,AC,0.00034768454293628806,4.24005540166205e-05,855.633098939,380.0
456,307,261,,6.0,,3697399.0,,29.602,29602.0,1.0,,Großgartach-Pulverdingen,,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.15135394990856 49.1433834119236,9.0454349679866 48.9029620137561)",,7.282092,0.88806,0.0001283364475095598,0.7,0,AC,5.0429999999999997e-05,6.1499999999999996e-06,1711.26619788,380.0
457,313,282,,6.0,,3707291.0,,19.833,19833.0,1.0,50Hertz,587;588 Pulgar - Eula,,587;588,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,12.5182220968156 51.1570725850832)",,4.878918,0.5949899999999999,8.598394579613198e-05,0.7,0,AC,3.378752077562327e-05,4.1204293628808854e-06,1711.26619788,380.0
458,282,280,20.55,6.0,,3707292.0,3.9,84.472,84472.0,1.5,50Hertz,585;586 Eula - Streumen,0.016667,585;586,2566.89929682,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,13.3823233828996 51.3559961579888)",0.166667,13.853408,1.6894399999999996,0.0005493295922924566,0.7,0,AC,9.593772853185595e-05,1.1699722991689748e-05,2566.89929682,380.0
459,313,32,10.275,3.0,,3707293.0,1.95,104.459,104459.0,0.75,50Hertz Transmission,Pulgar - Vieselbach,0.033333,589,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.3374229103144 51.1969683571228,11.1228545605428 50.9989090670144)",0.333333,34.262552,4.1783600000000005,0.00033965349394638296,0.7,0,AC,0.00023727529085872576,2.8936011080332414e-05,1283.44964841,380.0
460,13,314,27.4,6.0,,3710278.0,5.2,50.049,50049.0,2.0,,,0.0125,419;420,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,10.8675658805484 48.5394690937344)",0.125,6.156027,0.7507349999999999,0.00043396465518586293,0.7,0,AC,4.263176592797784e-05,5.198995844875346e-06,3422.53239576,380.0
461,315,316,13.7,3.0,,3710279.0,2.6,35.191,35191.0,1.0,,,0.025,A12,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8408695619217 48.2380310092335,10.9367289314287 48.4013064414835)",0.25,8.656986,1.05573,0.00015256698616002024,0.7,0,AC,5.9951426592797785e-05,7.311149584487535e-06,1711.26619788,380.0
462,314,315,13.7,3.0,,3710281.0,2.6,51.635,51635.0,1.0,,,0.025,L11,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8675658805484 48.5394690937344,10.8408695619217 48.2380310092335)",0.25,12.70221,1.5490499999999998,0.00022385826860199038,0.7,0,AC,8.796544321329639e-05,1.0727493074792243e-05,1711.26619788,380.0
463,247_220kV,317_220kV,23.0,3.0,,3710282.0,2.6,81.783,81783.0,2.0,,Leupolz - Westtirol (220 kV),0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.8739357569814 47.2444239286028)",0.16,12.3083415,2.45349,0.0006423221799713352,0.7,0,AC,0.00025430457644628096,5.069194214876033e-05,990.733061929,220.0
464,247,317,13.7,3.0,,3710283.0,2.6,81.803,81803.0,1.0,,Leupolz - Westtirol (380 kV),0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.8739357569814 47.2444239286028)",0.25,20.123538,2.45409,0.0003546485513014161,0.7,0,AC,0.00013935968144044322,1.6995083102493073e-05,1711.26619788,380.0
465,314,318,27.4,6.0,,3710284.0,5.2,1.017,1017.0,2.0,,,0.0125,M12/1;M12/2,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8675658805484 48.5394690937344,10.8637616199498 48.5468231051405)",0.125,0.12509099999999998,0.015254999999999998,8.818199251214262e-06,0.7,0,AC,8.66281163434903e-07,1.0564404432132963e-07,3422.53239576,380.0
466,314,316,13.7,3.0,,3710286.0,2.6,30.843,30843.0,1.0,,,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8675658805484 48.5394690937344,10.9367289314287 48.4013064414835)",0.25,7.587378,0.92529,0.00013371667625624458,0.7,0,AC,5.254416897506925e-05,6.4078254847645425e-06,1711.26619788,380.0
467,264_220kV,236_220kV,11.5,3.0,,3712136.0,1.3,123.643,123643.0,1.0,,,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.19675652645089 48.9129634380259)",0.32,37.216543,7.4185799999999995,0.00048554492558475356,0.7,0,AC,0.0007689368388429752,0.00015327644628099172,495.366530965,220.0
468,264,216,6.85,3.0,,3712137.0,1.3,123.15,123150.0,0.5,,,0.05,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.1907874369222 48.914416873799)",0.5,60.589800000000004,7.389,0.0002669521233498123,0.7,0,AC,0.00041959695290858727,5.1170360110803325e-05,855.633098939,380.0
469,319,233,,3.0,,3712217.0,,24.464,24464.0,0.75,,Dellmensingen - Laichingen,,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.70423149899321 48.465063732143,9.88551509756969 48.3040743584705)",,8.024192,0.9785599999999999,7.954587997113043e-05,0.7,0,AC,5.556919667590027e-05,6.776731301939057e-06,1283.44964841,380.0
470,320,319,10.275,3.0,,3717715.0,1.95,36.006,36006.0,0.75,,Laichingen - Wendlingen,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.40063139462492 48.6669424396984,9.70423149899321 48.465063732143)",0.333333,11.809968,1.44024,0.0001170752515631345,0.7,0,AC,8.178648199445983e-05,9.973961218836566e-06,1283.44964841,380.0
471,231,52,13.7,3.0,,3717717.0,2.6,203.683,203683.0,1.0,,Daxlanden - Kühmoos,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,8.3133401659254 49.0090434643525)",0.25,50.106018,6.1104899999999995,0.0008830468427163592,0.7,0,AC,0.00034699458448753464,4.231641274238227e-05,1711.26619788,380.0
472,321,322_220kV,23.0,3.0,,3717719.0,2.6,18.421,18421.0,2.0,,Eichstetten (DE) - Vogelgrün (FR),0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(7.5724373132812 48.0188749889275,7.75186249820802 48.0964057188536)",0.16,2.7723605,0.55263,0.00014467819567944395,0.7,0,AC,5.728017561983471e-05,1.141797520661157e-05,990.733061929,220.0
473,279_220kV,323,,3.0,50.0,3730414.0,,30.268,30268.0,1.0,50Hertz,Röhrsdorf - Crossen,,212,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,12.4772465232803 50.7531200813148)",,9.110668,1.81608,0.00011886215804856984,0.7,0,AC,0.00018823694214876034,3.7522314049586776e-05,495.366530965,220.0
474,279,65,10.275,3.0,50.0,3730415.0,1.95,81.695,81695.0,0.75,,,0.033333,445,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.3264049984725 50.3463721850552)",0.333333,26.795959999999997,3.2677999999999994,0.0002656352462492438,0.7,0,AC,0.0001855675900277008,2.263019390581717e-05,1283.44964841,380.0
475,324,290,10.275,3.0,,3730416.0,1.95,56.706,56706.0,0.75,50Hertz,553 Schmölln - Hagenwerder,0.033333,553,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,14.2192282929357 51.120707992198)",0.333333,18.599568,2.26824,0.00018438230336996904,0.7,0,AC,0.00012880587257617729,1.570803324099723e-05,1283.44964841,380.0
476,324,325,10.275,3.0,,3730417.0,1.95,15.195,15195.0,0.75,,,0.033333,567,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,15.1149907448572 51.0905795559394)",0.333333,4.983960000000001,0.6078,4.94072778842923e-05,0.7,0,AC,3.4514958448753464e-05,4.209141274238227e-06,1283.44964841,380.0
477,324,325,10.275,3.0,,3730418.0,1.95,16.031,16031.0,0.75,,,0.033333,568,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,15.1149907448572 51.0905795559394)",0.333333,5.2581679999999995,0.6412399999999999,5.2125572343737406e-05,0.7,0,AC,3.6413905817174515e-05,4.440720221606648e-06,1283.44964841,380.0
478,279,326,10.275,3.0,,3730420.0,1.95,85.425,85425.0,0.75,50Hertz,,0.033333,591,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.8412680841242 50.9901759359427)",0.333333,28.0194,3.417,0.00027776352176805985,0.7,0,AC,0.00019404016620498617,2.366343490304709e-05,1283.44964841,380.0
479,326,327,10.275,3.0,,3730421.0,1.95,47.804,47804.0,0.75,50Hertz,,0.033333,592,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.8412680841242 50.9901759359427,13.255555023675 50.9301782416399)",0.333333,15.679712,1.91216,0.0001554370195446337,0.7,0,AC,0.00010858526315789475,1.3242105263157895e-05,1283.44964841,380.0
480,279,327,10.275,3.0,,3730422.0,1.95,37.54,37540.0,0.75,50Hertz,,0.033333,594,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.255555023675 50.9301782416399)",0.333333,12.31312,1.5015999999999998,0.00012206312680331245,0.7,0,AC,8.527091412742382e-05,1.0398891966759001e-05,1283.44964841,380.0
481,328,329,,3.0,,3732376.0,,11.577,11577.0,1.0,,Simbach (DE) - St. Peter (AT),,230,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,13.0027821071279 48.261968265807)",,3.484677,0.69462,4.54627726882613e-05,0.7,0,AC,7.199745867768596e-05,1.4351652892561983e-05,495.366530965,220.0
482,330,328,5.75,3.0,,3732377.0,0.65,77.901,77901.0,0.5,,Altheim (DE) - St. Peter (AT),0.16,233,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(12.2208353620671 48.5857329876532,13.0818771201792 48.2565212405017)",0.64,46.896401999999995,9.34812,0.00015295825581706157,0.7,0,AC,0.0009689339256198346,0.00019314297520661158,247.683265482,220.0
483,330,329,5.75,3.0,,3732378.0,0.65,74.318,74318.0,0.5,,,0.16,234,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(12.2208353620671 48.5857329876532,13.0027821071279 48.261968265807)",0.64,44.739436,8.918159999999999,0.0001459230517684289,0.7,0,AC,0.0009243685123966941,0.00018425950413223136,247.683265482,220.0
484,328,331,,3.0,,3732379.0,,42.444,42444.0,1.0,,St. Peter (AT) - Pirach (DE),,256,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.0818771201792 48.2565212405017,12.7474442277007 48.1487558434787)",,12.775644,2.54664,0.0001666771982362065,0.7,0,AC,0.0002639595867768595,5.2616528925619834e-05,495.366530965,220.0
485,332_220kV,331,,3.0,,3732380.0,,86.211,86211.0,1.0,,,,257,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,12.7474442277007 48.1487558434787)",,25.949510999999998,5.17266,0.0003385498053232871,0.7,0,AC,0.0005361469214876033,0.00010687314049586777,495.366530965,220.0
486,332_220kV,328,,3.0,,3732381.0,,48.682,48682.0,1.0,,Pleinting (DE) - St. Peter (AT),,258,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,13.0818771201792 48.2565212405017)",,14.653282,2.92092,0.00019117376695257292,0.7,0,AC,0.0003027537603305785,6.034958677685951e-05,495.366530965,220.0
488,334,78,10.275,3.0,,3732383.0,1.95,56.075,56075.0,0.75,,,0.033333,413,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.6463786274424 50.534876971042)",0.333333,18.3926,2.243,0.00018233057633179934,0.7,0,AC,0.00012737257617728533,1.5533240997229915e-05,1283.44964841,380.0
489,335,308,13.7,3.0,,3732385.0,2.6,49.559,49559.0,1.0,,,0.025,423,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.8360157547717 49.9280673897058,10.1878339995516 49.981219040845)",0.25,12.191514,1.48677,0.00021485798264057405,0.7,0,AC,8.442876731301938e-05,1.0296191135734072e-05,1711.26619788,380.0
490,334,335,13.7,3.0,,3732387.0,2.6,43.347,43347.0,1.0,,,0.025,435,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,10.8360157547717 49.9280673897058)",0.25,10.663362,1.30041,0.00018792649112211635,0.7,0,AC,7.38459972299169e-05,9.005609418282549e-06,1711.26619788,380.0
491,334,336,6.85,3.0,,3732388.0,1.3,49.456,49456.0,0.5,,,0.05,437,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.193727795361 50.1622144406172,11.8107025453557 50.1837655260691)",0.5,24.332352,2.96736,0.00010720571833039641,0.7,0,AC,0.00016850659279778394,2.0549584487534628e-05,855.633098939,380.0
492,66,336,6.85,3.0,,3732389.0,1.3,88.445,88445.0,0.5,,,0.05,437,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(12.1147644054101 49.6311550521523,11.8107025453557 50.1837655260691)",0.5,43.514939999999996,5.306699999999999,0.00019172213195025697,0.7,0,AC,0.00030135,3.674999999999999e-05,855.633098939,380.0
493,332,337,27.4,6.0,,3732390.0,5.2,63.598,63598.0,2.0,,,0.0125,451;452,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,12.2968837896062 48.6069099225677)",0.125,7.822553999999999,0.95397,0.0005514452664490901,0.7,0,AC,5.4172811634349026e-05,6.606440443213297e-06,3422.53239576,380.0
494,338,66,6.85,3.0,,3732391.0,1.3,43.477,43477.0,0.5,,,0.05,457,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,12.1147644054101 49.6311550521523)",0.5,21.390683999999997,2.6086199999999997,9.424504642208517e-05,0.7,0,AC,0.0001481349307479224,1.806523545706371e-05,855.633098939,380.0
495,332,338,6.85,3.0,,3732392.0,1.3,112.737,112737.0,0.5,,,0.05,465,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.1034346393158 48.6667929606034,12.0822544456506 49.2974477669261)",0.5,55.466604,6.764219999999999,0.00024437987438154923,0.7,0,AC,0.00038411775623268694,4.684362880886426e-05,855.633098939,380.0
496,68,70,,3.0,,3736194.0,,47.115,47115.0,0.5,,Trebur Nord,,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.38855636787547 49.9823050841271)",,23.18058,2.8269,0.00010213113513297935,0.7,0,AC,0.0001605303324099723,1.9576869806094185e-05,855.633098939,380.0
497,68_220kV,339,,3.0,,3736195.0,,52.848,52848.0,1.0,,Urberach - Beerfelden,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.95368121281126 49.5674431691125)",,15.907248,3.17088,0.00020753361069614175,0.7,0,AC,0.00032866214876033057,6.551404958677686e-05,495.366530965,220.0
498,324,290,10.275,3.0,,3738981.0,1.95,56.706,56706.0,0.75,50Hertz,554 Schmöln - Hagenwerder,0.033333,554,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(14.9464972856333 51.0625862159619,14.2192282929357 51.120707992198)",0.333333,18.599568,2.26824,0.00018438230336996904,0.7,0,AC,0.00012880587257617729,1.570803324099723e-05,1283.44964841,380.0
499,326,290,,3.0,50.0,3738982.0,,36.468,36468.0,0.5,50Hertz,,,555;556,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.8412680841242 50.9901759359427,14.2192282929357 51.120707992198)",,17.942256,2.1880800000000002,7.90516446148677e-05,0.7,0,AC,0.00012425385041551246,1.515290858725762e-05,855.633098939,380.0
500,340,282_220kV,23.0,6.0,,3739951.0,2.6,27.915,27915.0,2.0,50Hertz,,0.04,205;206,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.4696440085589 51.3716629493371,12.5182220968156 51.1570725850832)",0.16,4.2012075,0.8374499999999999,0.0002192438973123977,0.7,0,AC,8.680180785123966e-05,1.7302685950413222e-05,990.733061929,220.0
501,341,282_220kV,5.75,3.0,,3739952.0,0.65,26.927,26927.0,0.5,50Hertz,,0.16,233,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(12.2488239057592 51.1978824277899,12.5182220968156 51.1570725850832)",0.64,16.210054,3.2312399999999997,5.287104086450773e-05,0.7,0,AC,0.00033491847107438015,6.676115702479338e-05,247.683265482,220.0
502,341,342,,3.0,,3739953.0,,131.762,131762.0,1.0,50Hertz,,,357,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.2488239057592 51.1978824277899,10.7346694298176 51.4401867580454)",,39.660362,7.90572,0.000517428164027873,0.7,0,AC,0.0008194289669421487,0.0001633413223140496,495.366530965,220.0
503,282_220kV,342,5.75,3.0,,3739954.0,0.65,158.686,158686.0,0.5,50Hertz,,0.16,358,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(12.5182220968156 51.1570725850832,10.7346694298176 51.4401867580454)",0.64,95.528972,19.04232,0.00031157923239221873,0.7,0,AC,0.001973739090909091,0.00039343636363636363,247.683265482,220.0
504,343,294,20.55,6.0,,3739955.0,3.9,8.083,8083.0,1.5,,Altenfeld - Goldisthal,0.016667,"461,462",2566.89929682,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.0049169149012 50.5074149690608,10.9910146333086 50.573526990181)",0.166667,1.325612,0.16166,5.256453137726024e-05,0.7,0,AC,9.180138504155124e-06,1.1195290858725763e-06,2566.89929682,380.0
505,340,282_220kV,,3.0,,3742236.0,,27.915,27915.0,1.0,50Hertz,205;206 Taucha - Eula,,205;206,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.4696440085589 51.3716629493371,12.5182220968156 51.1570725850832)",,8.402415,1.6748999999999998,0.00010962194865619886,0.7,0,AC,0.00017360361570247933,3.4605371900826444e-05,495.366530965,220.0
506,279_220kV,344,11.5,3.0,,3742237.0,1.3,18.307,18307.0,1.0,50Hertz,,0.08,226,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.8139099116529 50.8579185114397,13.0025898987886 50.8659127196838)",0.32,5.510407,1.09842,7.189142088658544e-05,0.7,0,AC,0.00011385138429752066,2.2694628099173553e-05,495.366530965,220.0
507,281_220kV,345,,6.0,,3742238.0,,32.217,32217.0,2.0,50Hertz,,,231;232,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.0449825161601 50.7812567340735,12.2428369226029 50.5674531670625)",,4.8486585,0.96651,0.00025303172630175596,0.7,0,AC,0.00010017889462809917,1.996921487603306e-05,990.733061929,220.0
508,32_220kV,342,11.5,3.0,,3742239.0,1.3,65.759,65759.0,1.0,50Hertz,367 Wolkramshausen - Vieselbach,0.08,367,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.7346694298176 51.4401867580454)",0.32,19.793459,3.94554,0.00025823498913426406,0.7,0,AC,0.0004089557644628099,8.15194214876033e-05,495.366530965,220.0
509,32_220kV,342,11.5,3.0,,3742240.0,1.3,65.756,65756.0,1.0,,368 Wolkramshausen - Vieselbach,0.08,368,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.7346694298176 51.4401867580454)",0.32,19.792556,3.94536,0.00025822320816181306,0.7,0,AC,0.00040893710743801655,8.151570247933884e-05,495.366530965,220.0
510,72,32,13.7,3.0,,3742241.0,2.6,78.038,78038.0,1.0,50Hertz,471 Lauchstädt - Vieselbach,0.025,471,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.1228545605428 50.9989090670144)",0.25,19.197347999999998,2.3411399999999998,0.00033832577835115956,0.7,0,AC,0.00013294562326869805,1.621288088642659e-05,1711.26619788,380.0
511,72,32,13.7,3.0,,3742242.0,2.6,78.034,78034.0,1.0,50Hertz,472 Lauchstädt - Vieselbach,0.025,472,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.1228545605428 50.9989090670144)",0.25,19.196364000000003,2.34102,0.0003383084367597118,0.7,0,AC,0.00013293880886426594,1.6212049861495842e-05,1711.26619788,380.0
512,346,347,20.55,6.0,,3749523.0,3.9,4.993,4993.0,1.5,,,0.016667,903;904,2566.89929682,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.249028367237 52.5316238928337,13.3155158513838 52.5219993683183)",0.166667,0.818852,0.09986,3.2469962287103845e-05,0.7,0,AC,5.6707202216066486e-06,6.915512465373962e-07,2566.89929682,380.0
513,348,47,,6.0,,3749524.0,,6.55,6550.0,1.0,,,,919;920,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3686584616208 52.5031422115792,13.4564306927748 52.5214517451981)",,1.6113,0.19649999999999998,2.839685599579814e-05,0.7,0,AC,1.1158587257617728e-05,1.3608033240997228e-06,1711.26619788,380.0
514,46,47,,6.0,,3749525.0,,5.184,5184.0,1.0,,,,921;922,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.4564306927748 52.5214517451981)",,1.275264,0.15552,2.2474702516369095e-05,0.7,0,AC,8.831468144044322e-06,1.0770083102493075e-06,1711.26619788,380.0
515,348,347,,6.0,,3749526.0,,4.169,4169.0,1.0,,Charlottenburg - Mitte,,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3686584616208 52.5031422115792,13.3155158513838 52.5219993683183)",,1.025574,0.12507,1.807427368648587e-05,0.7,0,AC,7.102313019390582e-06,8.66135734072022e-07,1711.26619788,380.0
516,349,330,11.5,6.0,,3749845.0,1.3,45.232,45232.0,1.0,,,0.08,219;220,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,12.2208353620671 48.5857329876532)",0.32,13.614832,2.71392,0.00017762564863396693,0.7,0,AC,0.0002812981818181818,5.607272727272727e-05,495.366530965,220.0
517,349,350,11.5,6.0,,3749846.0,1.3,73.862,73862.0,1.0,,,0.08,221,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,11.3269526751765 49.393473117636)",0.32,22.232461999999998,4.431719999999999,0.00029005539572431166,0.7,0,AC,0.000459348388429752,9.156446280991735e-05,495.366530965,220.0
518,338_220kV,350,11.5,3.0,,3749847.0,1.3,62.842,62842.0,1.0,,,0.08,223,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,11.3269526751765 49.393473117636)",0.32,18.915442,3.77052,0.00024677995692111226,0.7,0,AC,0.00039081491735537186,7.790330578512396e-05,495.366530965,220.0
519,349,351_220kV,,3.0,,3749848.0,,24.279,24279.0,1.0,,,,227;228,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.7924138446413 48.8382240226632,11.5077305510922 48.7611239877457)",,7.307979,1.45674,9.534341004563324e-05,0.7,0,AC,0.00015099130165289256,3.009793388429752e-05,495.366530965,220.0
520,338_220kV,336_220kV,5.75,3.0,,3749849.0,0.65,131.429,131429.0,0.5,,,0.16,248,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(12.0822544456506 49.2974477669261,11.8107025453557 50.1837655260691)",0.64,79.12025799999999,15.77148,0.0002580602380429081,0.7,0,AC,0.001634716074380165,0.00032585702479338846,247.683265482,220.0
521,14,352,11.5,3.0,,3749850.0,1.3,32.772,32772.0,1.0,,,0.08,258,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8076056361242 48.4554267991033)",0.32,9.864372,1.9663199999999998,0.0001286953430543059,0.7,0,AC,0.0002038093388429752,4.0626446280991735e-05,495.366530965,220.0
522,352,353_220kV,11.5,3.0,,3749851.0,1.3,39.745,39745.0,1.0,,,0.08,262,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.8076056361242 48.4554267991033,11.5813705216127 48.7648940508515)",0.32,11.963244999999999,2.3846999999999996,0.00015607825002115792,0.7,0,AC,0.00024717448347107433,4.9270661157024786e-05,495.366530965,220.0
