name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm,x,r,b,s_max_pu,build_year,carrier,x_pu_eff,r_pu_eff,s_nom_opt,v_nom
66,70,69,13.7,3.0,50.0,576364.0,2.6,55.596,55596.0,1.0,Amprion,Ried West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.41937105938048 49.6337356823792)",0.25,13.676616,1.6678799999999998,0.00024103077953318983,0.7,0,AC,9.471340720221606e-05,1.1550415512465373e-05,1711.26619788,380.0
67,71,72,13.7,3.0,50.0,902595.0,2.6,51.283,51283.0,1.0,50Hertz,504,0.025,504,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.2621734868101 51.7410202755519,11.8942661378135 51.4057031412478)",0.25,12.615618,1.53849,0.00022233220855458262,0.7,0,AC,8.73657756232687e-05,1.0654362880886427e-05,1711.26619788,380.0
68,73,74,10.275,3.0,50.0,902597.0,1.95,54.278,54278.0,0.75,50Hertz,501,0.033333,501,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,13.9024346886892 51.8747235190459)",0.333333,17.803183999999998,2.1711199999999997,0.0001764875438633509,0.7,0,AC,0.00012329074792243765,1.503545706371191e-05,1283.44964841,380.0
69,37,75,10.275,3.0,50.0,904158.0,1.95,118.953,118953.0,0.75,50Hertz,536 Klostermansfeld - Wolmirstedt,0.033333,536,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.5165549672107 51.5843592098734)",0.333333,39.016584,4.75812,0.00038678143640475304,0.7,0,AC,0.0002701979501385042,3.2950969529085875e-05,1283.44964841,380.0
70,72,75,13.7,3.0,50.0,904159.0,2.6,38.634,38634.0,1.0,50Hertz,538 Lauchstädt - Klostermansfeld,0.025,538,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.8942661378135 51.4057031412478,11.5165549672107 51.5843592098734)",0.25,9.503964,1.15902,0.00016749376099872755,0.7,0,AC,6.581692520775623e-05,8.026454293628809e-06,1711.26619788,380.0
71,37,72,10.275,3.0,50.0,904160.0,1.95,156.914,156914.0,0.75,50Hertz,535 Lauchstädt - Wolmirstedt,0.033333,535,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,11.8942661378135 51.4057031412478)",0.333333,51.467791999999996,6.276559999999999,0.0005102134650829774,0.7,0,AC,0.0003564251523545706,4.346648199445983e-05,1283.44964841,380.0
72,76,77,13.7,3.0,,906772.0,2.6,54.107,54107.0,1.0,TenneT,Leitung 3016,0.025,3016,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)",0.25,13.310322,1.6232099999999998,0.00023457537211674047,0.7,0,AC,9.217674515235457e-05,1.1241066481994458e-05,1711.26619788,380.0
73,76,77,13.7,3.0,,906773.0,2.6,54.107,54107.0,1.0,TenneT,Leitung 3014,0.025,3014,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.70221844882815 51.7363525828065,8.99279240395088 51.343009397907)",0.25,13.310322,1.6232099999999998,0.00023457537211674047,0.7,0,AC,9.217674515235457e-05,1.1241066481994458e-05,1711.26619788,380.0
74,77,51,13.7,3.0,,906782.0,2.6,41.955,41955.0,1.0,TenneT,Leitung 3212,0.025,3012,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)",0.25,10.320929999999999,1.2586499999999998,0.00018189161729827648,0.7,0,AC,7.147458448753461e-05,8.71641274238227e-06,1711.26619788,380.0
75,77,51,13.7,3.0,,906784.0,2.6,41.955,41955.0,1.0,TenneT,Leitung 3213,0.025,3013,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,9.25938382024592 51.0603668474477)",0.25,10.320929999999999,1.2586499999999998,0.00018189161729827648,0.7,0,AC,7.147458448753461e-05,8.71641274238227e-06,1711.26619788,380.0
76,73,72,10.275,3.0,50.0,907513.0,1.95,110.358,110358.0,0.75,50Hertz,503,0.033333,503,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.1570904871893 51.8284516615019,11.8942661378135 51.4057031412478)",0.333333,36.197424000000005,4.41432,0.0003588343779371326,0.7,0,AC,0.00025067468144044324,3.0570083102493074e-05,1283.44964841,380.0
77,18,40,10.275,3.0,50.0,912407.0,1.95,56.436,56436.0,0.75,50Hertz,509,0.033333,509,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,13.1433929102518 53.9081469774219)",0.333333,18.511008,2.25744,0.00018350438530292333,0.7,0,AC,0.0001281925761772853,1.5633240997229918e-05,1283.44964841,380.0
78,10_220kV,45,17.25,3.0,50.0,918562.0,1.95,70.037,70037.0,1.5,50Hertz,526,0.053333,526,743.049796447,Al/St 240/40 2-bundle 220.0,220000.0,3.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.3057532949594 52.2307818451873)",0.213333,14.054091333333334,2.80148,0.00041255198377400317,0.7,0,AC,0.0002903737878787879,5.7881818181818185e-05,743.049796447,220.0
79,10,74,10.275,3.0,50.0,918563.0,1.95,130.685,130685.0,0.75,50Hertz,521,0.033333,521,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.9024346886892 51.8747235190459)",0.333333,42.86468,5.2274,0.00042492860219208557,0.7,0,AC,0.00029684681440443215,3.620083102493075e-05,1283.44964841,380.0
80,45,74_220kV,5.75,3.0,50.0,918564.0,0.65,62.038,62038.0,0.5,50Hertz,522,0.16,522,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(13.3057532949594 52.2307818451873,13.9024346886892 51.8747235190459)",0.64,37.346875999999995,7.444559999999999,0.00012181132815212725,0.7,0,AC,0.0007716296694214874,0.00015381322314049584,247.683265482,220.0
81,78,32,13.7,3.0,50.0,918567.0,2.6,77.738,77738.0,1.0,50Hertz,416,0.025,416,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.6463786274424 50.534876971042,11.1228545605428 50.9989090670144)",0.25,19.123548,2.33214,0.0003370251589925734,0.7,0,AC,0.0001324345429362881,1.61505540166205e-05,1711.26619788,380.0
82,79,80,,3.0,50.0,919059.0,,22.016,22016.0,0.5,50Hertz,566,,566,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)",,10.831871999999999,1.32096,4.772405966438869e-05,0.7,0,AC,7.501296398891966e-05,9.14792243767313e-06,855.633098939,380.0
83,79,80,,3.0,50.0,919060.0,,21.999,21999.0,0.5,50Hertz,565,,565,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4719654742998 51.5538127185923,14.5081091811329 51.4137103812427)",,10.823507999999999,1.31994,4.768720878256208e-05,0.7,0,AC,7.495504155124652e-05,9.140858725761772e-06,855.633098939,380.0
84,81,79,,3.0,50.0,919119.0,,62.18,62180.0,0.5,50Hertz,542,,542,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)",,30.59256,3.7308,0.0001347875195281472,0.7,0,AC,0.00021185983379501383,2.583656509695291e-05,855.633098939,380.0
85,81,79,,3.0,50.0,919121.0,,62.195,62195.0,0.5,50Hertz,541,,541,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(14.4281804852225 51.8888641394403,14.4719654742998 51.5538127185923)",,30.59994,3.7317,0.00013482003501211188,0.7,0,AC,0.00021191094182825484,2.5842797783933517e-05,855.633098939,380.0
86,34,82,11.5,3.0,50.0,941141.0,1.3,2.344,2344.0,1.0,,300 Wilhelmshaven - Maade,0.08,300,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.14191382633093 53.5640011680095)",0.32,0.705544,0.14064,9.204866475018094e-06,0.7,0,AC,1.4577355371900826e-05,2.905785123966942e-06,495.366530965,220.0
87,83,84,11.5,3.0,50.0,943999.0,1.3,13.652,13652.0,1.0,TenneT,211,0.08,211,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,10.1773541034729 54.3395212638642)",0.32,4.109252,0.81912,5.3611278633509825e-05,0.7,0,AC,8.490190082644628e-05,1.692396694214876e-05,495.366530965,220.0
88,83,24_220kV,5.75,3.0,50.0,945143.0,0.65,31.608,31608.0,0.5,TenneT,207,0.16,207,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(10.1562824575947 54.2755482549913,9.72699196993402 54.2914209867842)",0.64,19.028016,3.79296,6.206216287166637e-05,0.7,0,AC,0.00039314082644628103,7.836694214876032e-05,247.683265482,220.0
89,85,86,13.7,3.0,50.0,962084.0,2.6,46.344,46344.0,1.0,Amprion,Gronau West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.03496796515083 52.2028607381056,7.30820430094578 52.4768353862806)",0.25,11.400624,1.39032,0.00020091967851439222,0.7,0,AC,7.895168975069253e-05,9.62825484764543e-06,1711.26619788,380.0
90,87,86,13.7,3.0,50.0,962095.0,2.6,110.031,110031.0,1.0,Amprion,Münsterland,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.30820430094578 52.4768353862806)",0.25,27.067626,3.30093,0.0004770281621486512,0.7,0,AC,0.00018744893351800554,2.2859626038781165e-05,1711.26619788,380.0
91,88,89,11.5,3.0,50.0,1190715.0,1.3,5.752,5752.0,1.0,Amprion,Stratum West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.6746753206169 51.3249574728255,6.72376714521247 51.3556543809247)",0.32,1.7313519999999998,0.34512,2.2588051179310614e-05,0.7,0,AC,3.5771735537190075e-05,7.1305785123966934e-06,495.366530965,220.0
92,90,86,13.7,3.0,50.0,962096.0,2.6,69.877,69877.0,1.0,Amprion,Roxel Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.54571772261949 51.9703244223875,7.30820430094578 52.4768353862806)",0.25,17.189742,2.09631,0.00030294459639975367,0.7,0,AC,0.00011904253462603877,1.4517382271468144e-05,1711.26619788,380.0
93,91,86,13.7,3.0,50.0,962108.0,2.6,1.071,1071.0,1.0,Amprion,Emsland-D0,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)",0.25,0.263466,0.03213,4.643211110152643e-06,0.7,0,AC,1.8245567867036009e-06,2.2250692520775623e-07,1711.26619788,380.0
94,86,92,13.7,3.0,50.0,962109.0,2.6,1.07,1070.0,1.0,Amprion,Emsland-D2,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.30433875539085 52.4824259958004)",0.25,0.26322,0.032100000000000004,4.638875712290689e-06,0.7,0,AC,1.822853185595568e-06,2.2229916897506928e-07,1711.26619788,380.0
95,91,86,13.7,3.0,50.0,962110.0,2.6,1.07,1070.0,1.0,Amprion,Emsland-D1,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)",0.25,0.26322,0.032100000000000004,4.638875712290689e-06,0.7,0,AC,1.822853185595568e-06,2.2229916897506928e-07,1711.26619788,380.0
96,86,93,13.7,3.0,50.0,962120.0,2.6,47.087,47087.0,1.0,Amprion,Meppen,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.27715391322869 52.7532425946802)",0.25,11.583402000000001,1.4126100000000001,0.00020414087912582398,0.7,0,AC,8.021746537396123e-05,9.782617728531857e-06,1711.26619788,380.0
97,94,86,13.7,3.0,50.0,962121.0,2.6,74.417,74417.0,1.0,Amprion,Niedersachsen Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.30820430094578 52.4768353862806)",0.25,18.306582,2.23251,0.0003226273026930245,0.7,0,AC,0.0001267768836565097,1.5460595567867034e-05,1711.26619788,380.0
98,86,95,13.7,3.0,50.0,962122.0,2.6,60.192,60192.0,1.0,Amprion,Bramgau,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.88957671235007 52.2773967624078)",0.25,14.807231999999999,1.80576,0.00026095626810673,0.7,0,AC,0.00010254315789473683,1.2505263157894737e-05,1711.26619788,380.0
99,86_220kV,96_220kV,11.5,3.0,50.0,962172.0,1.3,1.321,1321.0,1.0,Amprion,Benteler,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.31784994377907 52.4691114902799)",0.32,0.39762099999999995,0.07926,5.187554869240146e-06,0.7,0,AC,8.215309917355371e-06,1.637603305785124e-06,495.366530965,220.0
100,97,66,,3.0,,965662.0,,110.113,110113.0,0.5,ČEPS,Etzenricht - Přeštice,,442,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3352803846608 49.5896898612644,12.1147644054101 49.6311550521523)",,54.175596,6.60678,0.0002386918323866657,0.7,0,AC,0.0003751772576177285,4.575332409972299e-05,855.633098939,380.0
101,42,98,13.7,3.0,50.0,1000670.0,2.6,35.731,35731.0,1.0,50Hertz,544,0.025,544,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",0.25,8.789826,1.07193,0.00015490810100547535,0.7,0,AC,6.087137119113573e-05,7.423337950138505e-06,1711.26619788,380.0
102,99,100,13.7,3.0,,1020855.0,2.6,94.562,94562.0,1.0,Amprion,Uchtelfangen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.47473977006816 49.9224692993999)",0.25,23.262252,2.8368599999999997,0.00040996389262208606,0.7,0,AC,0.00016109592797783933,1.9645844875346258e-05,1711.26619788,380.0
103,42,98,13.7,3.0,50.0,1021991.0,2.6,35.716,35716.0,1.0,50Hertz,543,0.025,543,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",0.25,8.786136,1.07148,0.00015484307003754602,0.7,0,AC,6.084581717451524e-05,7.420221606648199e-06,1711.26619788,380.0
104,42,101,13.7,3.0,50.0,1022003.0,2.6,47.163,47163.0,1.0,50Hertz,424,0.025,424,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.6993926965362 53.5722744892702)",0.25,11.602098,1.4148899999999998,0.00020447036936333245,0.7,0,AC,8.034693905817174e-05,9.798407202216065e-06,1711.26619788,380.0
105,102,42,13.7,3.0,50.0,1022004.0,2.6,71.64,71640.0,1.0,50Hertz,423,0.025,423,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.3706373688866 53.6009910848999,12.1869848227216 53.8157751724384)",0.25,17.62344,2.1492,0.00031058790283037846,0.7,0,AC,0.00012204598337950138,1.488365650969529e-05,1711.26619788,380.0
106,103,87,13.7,3.0,50.0,1082800.0,2.6,40.854,40854.0,1.0,Amprion,Kusenhorst,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.94821343461115 51.4445789430072,7.06030699176008 51.6964760130648)",0.25,10.050084,1.22562,0.00017711834425226524,0.7,0,AC,6.959891966759003e-05,8.487673130193905e-06,1711.26619788,380.0
107,104,103,13.7,3.0,50.0,1082801.0,2.6,16.665,16665.0,1.0,Amprion,Büscherhof West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.94821343461115 51.4445789430072)",0.25,4.09959,0.49994999999999995,7.224940536946199e-05,0.7,0,AC,2.839051246537396e-05,3.4622576177285315e-06,1711.26619788,380.0
108,105,87,13.7,3.0,50.0,1082805.0,2.6,37.005,37005.0,1.0,Amprion,Lippe Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,7.06030699176008 51.6964760130648)",0.25,9.10323,1.11015,0.0001604313978816046,0.7,0,AC,6.304175900277008e-05,7.688019390581717e-06,1711.26619788,380.0
109,106,107,10.275,3.0,50.0,1082806.0,1.95,24.754,24754.0,0.75,Amprion,Weitmar West,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.1255729106725 51.4489772588145)",0.333333,8.119312,0.99016,8.04888290061054e-05,0.7,0,AC,5.6227922437673136e-05,6.857063711911358e-06,1283.44964841,380.0
110,108,107,13.7,3.0,50.0,1082807.0,2.6,14.687,14687.0,1.0,Amprion,Eiberg Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.99606888010598 51.5141695891404,7.1255729106725 51.4489772588145)",0.25,3.613002,0.44060999999999995,6.367398839851714e-05,0.7,0,AC,2.5020789473684208e-05,3.051315789473684e-06,1711.26619788,380.0
111,109,106,13.7,3.0,50.0,1082808.0,2.6,17.504,17504.0,1.0,Amprion,Kemnade Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.16721460965932 51.3899067582106)",0.25,4.3059840000000005,0.52512,7.588680417564133e-05,0.7,0,AC,2.9819833795013854e-05,3.6365650969529087e-06,1711.26619788,380.0
112,110,111,13.7,3.0,50.0,1082809.0,2.6,114.491,114491.0,1.0,Amprion,Sauerland Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.62480052815036 51.4278883849265)",0.25,28.164786,3.43473,0.0004963640366129657,0.7,0,AC,0.00019504699445983378,2.3786218836565096e-05,1711.26619788,380.0
113,87,112,13.7,3.0,50.0,1082810.0,2.6,35.441,35441.0,1.0,Amprion,Recklinghausen,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.35311186939787 51.5758105020818)",0.25,8.718486,1.0632300000000001,0.0001536508356255087,0.7,0,AC,6.03773268698061e-05,7.36308864265928e-06,1711.26619788,380.0
114,113,87,13.7,3.0,50.0,1082811.0,2.6,22.998,22998.0,1.0,Amprion,Westfalen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.06030699176008 51.6964760130648)",0.25,5.657508,0.68994,9.970548002921613e-05,0.7,0,AC,3.9179418282548476e-05,4.77797783933518e-06,1711.26619788,380.0
115,87,85,13.7,3.0,50.0,1082814.0,2.6,63.803,63803.0,1.0,Amprion,Hamaland,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.03496796515083 52.2028607381056)",0.25,15.695537999999999,1.9140899999999998,0.0002766113897862456,0.7,0,AC,0.00010869486149584486,1.3255470914127423e-05,1711.26619788,380.0
116,110,114,13.7,3.0,50.0,1082816.0,2.6,67.379,67379.0,1.0,Amprion,Arpe West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.21170597594605 51.1779854801194)",0.25,16.575234000000002,2.02137,0.00029211477254059286,0.7,0,AC,0.00011478693905817175,1.3998407202216067e-05,1711.26619788,380.0
117,115,116,23.0,3.0,50.0,1082942.0,2.6,21.323,21323.0,2.0,Amprion,Frimmersdorf 5e,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.77252309438106 51.1471054906194)",0.16,3.2091115,0.63969,0.0001674704503812379,0.7,0,AC,6.630395661157025e-05,1.3216735537190081e-05,990.733061929,220.0
118,117,118,13.7,3.0,50.0,1082943.0,2.6,34.584,34584.0,1.0,Amprion,Ließem Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.13689469738717 50.6428608767133)",0.25,8.507664,1.03752,0.0001499353996578142,0.7,0,AC,5.891734072022161e-05,7.185041551246538e-06,1711.26619788,380.0
119,117,119,13.7,3.0,50.0,1082944.0,2.6,44.751,44751.0,1.0,Amprion,Sechtem Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.45655246642153 50.8713380368705)",0.25,11.008745999999999,1.3425299999999998,0.00019401338972029964,0.7,0,AC,7.623785318559556e-05,9.297299168975067e-06,1711.26619788,380.0
120,117,120,13.7,3.0,50.0,1082946.0,2.6,68.003,68003.0,1.0,Amprion,Siegtal Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.86394571365263 50.7682419129404)",0.25,16.728738,2.0400899999999997,0.00029482006080645205,0.7,0,AC,0.00011584998614958449,1.412804709141274e-05,1711.26619788,380.0
121,121,122,13.7,3.0,50.0,1082948.0,2.6,12.228,12228.0,1.0,Amprion,Röhe Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.32166491493505 50.8383473627586,6.16738169006425 50.8020442927138)",0.25,3.008088,0.36684,5.301324505597247e-05,0.7,0,AC,2.083163434903047e-05,2.540443213296399e-06,1711.26619788,380.0
122,123,124,13.7,3.0,50.0,1082949.0,2.6,10.62,10620.0,1.0,Amprion,Neurath 3c,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.61240231530956 51.0359242594819)",0.25,2.61252,0.31859999999999994,4.604192529395057e-05,0.7,0,AC,1.809224376731302e-05,2.2063711911357336e-06,1711.26619788,380.0
123,125,126,13.7,3.0,50.0,1082952.0,2.6,28.54,28540.0,1.0,Amprion,Leichlingen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.23319684331545 51.2325069075148)",0.25,7.02084,0.8562,0.00012373225498016474,0.7,0,AC,4.8620775623268695e-05,5.929362880886426e-06,1711.26619788,380.0
124,127,119,13.7,3.0,50.0,1082953.0,2.6,16.766,16766.0,1.0,Amprion,Weisweiler Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.30090123786765 50.8289532122665,6.45655246642153 50.8713380368705)",0.25,4.124435999999999,0.50298,7.268728055351933e-05,0.7,0,AC,2.8562576177285315e-05,3.483240997229917e-06,1711.26619788,380.0
125,118,128,13.7,3.0,50.0,1082954.0,2.6,42.726,42726.0,1.0,Amprion,Weißenthurm Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.13689469738717 50.6428608767133,7.44948529010545 50.4025276621126)",0.25,10.510596,1.28178,0.00018523420904984297,0.7,0,AC,7.278806094182825e-05,8.876592797783933e-06,1711.26619788,380.0
126,121,119,13.7,3.0,50.0,1082955.0,2.6,14.743,14743.0,1.0,Amprion,Weisweiler Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.32166491493505 50.8383473627586,6.45655246642153 50.8713380368705)",0.25,3.626778,0.44229,6.391677067878656e-05,0.7,0,AC,2.5116191135734073e-05,3.062950138504155e-06,1711.26619788,380.0
