,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
10,1283.44964841,-2482.52033160491,1799.55544470516,15198.745836429,-6845.06479152,-1906.53622510076,1711.26619788,5692.52489767251,195.557099412573,-1711.26619788,-3801.83295649693,1991.02225325036,1778.816179375,2814.582562302,-5123.51709935029,13293.9348089918,5876.848390087,-2347.30008842246,-57.2453170573208,1350.999629904,-6124.531655568,-402.428478931518,3041.76785311245,-4278.165494698,-1711.26619788
11,1283.44964841,570.74173692262,-985.034265568062,15198.745836429,-5092.75932099043,-3422.53239576,1711.26619788,3882.35625654496,167.756913641494,-1711.26619788,-4435.98648115589,4626.63094964977,1778.816179375,2814.582562302,-4990.40339434069,13507.0288496484,5876.848390087,1275.21136916667,-3340.82778572257,1350.999629904,-6124.531655568,1192.47141717658,3184.20622436478,-4278.165494698,-1711.26619788
12,1283.44964841,-2814.582562301,2863.04665252532,15132.90812028,-6845.06479152,-2908.65585866207,1711.26619788,5696.38562077564,423.548173234472,1711.26619788,-5365.35094697629,148.584790504015,1778.816179375,2814.582562302,-4273.5055576678,13712.646243537,5876.848390087,253.350512361629,-1866.83994882564,1350.999629904,-6124.531655568,898.159132280713,3668.65941568144,-4278.165494698,-1711.26619788
13,1283.44964841,-1490.27547287953,1882.50980377104,14634.4037230434,-6096.95781754376,-3422.53239576,1711.26619788,4909.81145436887,343.237790555228,1711.26619788,-4649.28082785937,430.690993727381,1778.816179375,2814.582562302,-4614.05967591729,13712.646243537,5190.35679917887,1961.6981590011,-3572.50345620795,1350.999629904,-6124.531655568,1958.94946336,3391.45843917175,-4278.165494698,-1711.26619788
14,1283.44964841,-2584.14555684619,3502.98253017112,12266.9935841397,-6845.06479152,-3422.53239576,1711.26619788,5591.2376051683,280.034889438089,1711.26619788,-2993.07698721176,-1532.40735257119,1778.816179375,2814.582562302,-4398.7052917942,11924.3878438622,4705.1918553388,1048.76905403692,-1740.49279553708,1350.999629904,-6124.531655568,1958.94946336,3382.21798508192,-4278.165494698,-1711.26619788
15,1283.44964841,166.696559459328,1245.61598264005,8976.66741871006,-6845.06479152,-3422.53239576,1711.26619788,5444.91312717843,166.29977693867,-1711.26619788,-742.345700305248,484.449254631918,1778.816179375,2814.582562302,-4064.7017883097,9303.7270096821,4264.20892201613,639.580386345809,-836.746676819891,1350.999629904,-6124.531655568,1958.94946336,2440.15492859404,-4278.165494698,-1711.26619788
16,1283.44964841,2814.582562301,-875.953865127509,7677.88186057305,-6845.06479152,-3422.53239576,1711.26619788,5249.13975524714,-16.2843132807902,12.6899326571649,-2986.42673577582,2326.01629096123,1778.816179375,2814.582562302,-3767.1571766679,7819.77409065027,3975.72773393992,3422.53239576,-3202.24972757619,1350.999629904,-2884.28899132768,1958.94946336,-309.000745151636,-4278.165494698,-1711.26619788
17,1283.44964841,2384.36547874541,-348.848610619068,7837.38624545261,-6845.06479152,-3422.53239576,1711.26619788,5161.07806153531,-49.9951231325904,-1711.26619788,-344.047335879774,1758.18763609392,1778.816179375,2814.582562302,-3537.40637442707,8231.30597143882,3845.96379981645,83.941594822641,388.584382018693,1350.999629904,-6124.531655568,1958.94946336,-839.051820231807,-4278.165494698,-1711.26619788
18,1283.44964841,2814.582562301,-890.647928335631,7705.68122019163,-6845.06479152,-3422.53239576,1711.26619788,5371.24639107397,-13.8208577498581,1175.38058089476,-4222.2863810587,2384.98259174892,1778.816179375,2814.582562302,-2929.7062676771,8477.24399469809,3490.60720547735,3422.53239576,-2658.23573028227,1350.999629904,-2396.79943693654,1958.94946336,-169.975239408999,-4278.165494698,-1711.26619788
19,1283.44964841,2814.582562301,-1120.82367406647,7379.72335758149,-6845.06479152,-3422.53239576,1711.26619788,5252.48257187413,65.528532689028,175.851222981678,-3831.4138639387,2728.71591482093,1778.816179375,2814.582562302,-3262.10594846246,7938.95169588545,3546.76288892073,3422.53239576,-2595.63178562296,1350.999629904,-1726.56756457117,1958.94946336,-502.051196540167,-4278.165494698,-1711.26619788
20,1283.44964841,696.622848545127,938.913595593325,7595.1302081203,-6845.06479152,-3422.53239576,1711.26619788,5285.53852057776,94.6211511221609,-1711.26619788,-45.384192664741,680.646202939322,1778.816179375,2814.582562302,-3423.16121978831,8875.02946143029,3665.60305017131,-785.331443863062,1480.43460210304,1350.999629904,-6124.531655568,1958.94946336,-704.827425504645,-4278.165494698,-1711.26619788
21,1283.44964841,-2814.582562301,4543.9982905481,7388.79713645668,-6845.06479152,-3422.53239576,1711.26619788,5248.19223757235,68.5828963822023,953.228543398414,1155.52488828272,-2985.71913893976,1778.816179375,2814.582562302,-3323.3874487289,7643.10911299677,3873.03856510866,-594.268282336539,1481.49637279575,1350.999629904,-6124.531655568,1958.94946336,43.4642530648707,-4278.165494698,-1711.26619788
22,1283.44964841,2313.30601856478,-887.588789445324,7071.34402418727,-6845.06479152,-3422.53239576,1711.26619788,5339.00437092907,178.173567737409,-1711.26619788,-2499.45197924616,2603.27028093379,1778.816179375,2814.582562302,-3378.63871519189,7837.29517322173,4016.82363774936,3422.53239576,-2523.91802438036,1350.999629904,-2464.56241313901,1958.94946336,1829.7349786981,-4278.165494698,-1711.26619788
23,1283.44964841,1119.42193538633,-61.9396236417597,8177.52692191625,-6845.06479152,-3422.53239576,1711.26619788,5457.81058350522,310.88036031516,-1711.26619788,-2784.63434764059,1973.92957404666,1778.816179375,2814.582562302,-3257.04476803294,8591.51774764507,4100.45234933567,3422.53239576,-2608.67994424023,1350.999629904,-2763.54420887368,1958.94946336,3031.23276551915,-4278.165494698,-1711.26619788
